"Id adresu"|"Numer ksiegi"|"Typ praktyki"|"Id wspólnika"|"Nazwa zakladu leczniczego"|"Regon"|"Rodzaj adresu"|"Adres dokumentacji medycznej jak wezwanie?"|"Kod praktyki"|"Opis praktyki"|"Teryt"|"Teryt - opis"|"Ulica"|"Budynek"|"Lokal"|"Kod pocztowy"|"Poczta"|"Miejscowosc"
"3668883"|"000000031385"|"G"|"1291854"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Płaska"|"4/3"|""|"15-723"|""|"Białystok"
"3669398"|"000000031530"|"G"|"1292151"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Sienkiewicza Henryka"|"46"|""|"15-004"|""|"Białystok"
"3669541"|"000000031568"|"G"|"1292233"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Wojskowa"|"4"|"16"|"15-270"|""|"Białystok"
"3669545"|"000000031569"|"G"|"1292235"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Wojskowa"|"4"|"16"|"15-270"|""|"Białystok"
"3669549"|"000000031571"|"G"|"1292239"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Stołeczna"|"7"|"204"|"15-879"|""|"Białystok"
"3669550"|"000000031572"|"G"|"1292240"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Stołeczna"|"7"|"204"|"15-879"|""|"Białystok"
"3669552"|"000000031573"|"G"|"1292242"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Stołeczna"|"7"|"204"|"15-879"|""|"Białystok"
"3670562"|"000000031841"|"G"|"1292816"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2014011"|"Zambrów - gmina miejska"|"Kościuszki"|"21"|""|"18-300"|""|"Zambrów"
"3670619"|"000000031856"|"G"|"1292848"|""|""|"Adres udzielania świadczeń"|"NIE"|"95"|"97 (95) - indywidualna praktyka lekarska wyłacznie w miejscu wezwania"|"2061"|""|"Waszyngtona Jerzego"|"23 A"|"312"|"15-304"|""|"Białystok"
"3670620"|"000000031856"|"G"|"1292848"|""|""|"Adres udzielania świadczeń"|"NIE"|"95"|"97 (95) - indywidualna praktyka lekarska wyłacznie w miejscu wezwania"|"2061"|""|"Waszyngtona Jerzego"|"23a/312"|""|"15-304"|""|"Białystok"
"3670621"|"000000031856"|"G"|"1292849"|""|""|"Adres udzielania świadczeń"|"NIE"|"95"|"97 (95) - indywidualna praktyka lekarska wyłacznie w miejscu wezwania"|"2061"|""|"Waszyngtona Jerzego"|"23 A"|"312"|"15-304"|""|"Białystok"
"3670622"|"000000031856"|"G"|"1292849"|""|""|"Adres udzielania świadczeń"|"NIE"|"95"|"97 (95) - indywidualna praktyka lekarska wyłacznie w miejscu wezwania"|"2061"|""|"Waszyngtona Jerzego"|"23a/312"|""|"15-304"|""|"Białystok"
"3670689"|"000000031875"|"G"|"1292886"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Łosia"|"3A"|""|"15-533"|""|"Białystok"
"3671060"|"000000031973"|"G"|"1293089"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Transportowa"|"12"|"U7"|"15-399"|""|"Białystok"
"3671062"|"000000031974"|"G"|"1293091"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Transportowa"|"12"|"U7"|"15-399"|""|"Białystok"
"3671376"|"000000032066"|"G"|"1293284"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Piasta"|"10"|"3"|"15-044"|""|"Białystok"
"3671377"|"000000032066"|"G"|"1293285"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Piasta"|"10"|"3"|"15-044"|""|"Białystok"
"3671378"|"000000032067"|"G"|"1293286"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Piasta"|"10"|"3"|"15-044"|""|"Białystok"
"3671491"|"000000032099"|"G"|"1293356"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Świętokrzyska"|"5"|"4"|"15-843"|""|"Białystok"
"3671493"|"000000032100"|"G"|"1293358"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Świętokrzyska"|"5"|"4"|"15-843"|""|"Białystok"
"3671499"|"000000032101"|"G"|"1293364"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Świętokrzyska"|"5"|"4"|"15-843"|""|"Białystok"
"3671535"|"000000032112"|"G"|"1293387"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2001"|""|"Żabia"|"5/4"|""|"16-300"|""|"Augustów"
"3671537"|"000000032113"|"G"|"1293389"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2001"|""|"Żabia"|"5/4"|""|"16-300"|""|"Augustów"
"3671632"|"000000032148"|"G"|"1293460"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2007022"|"Łomża - gmina wiejska"|"Hipokratesa"|"31"|""|"18-400"|""|"Łomża"
"3671645"|"000000032153"|"G"|"1293470"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2007022"|"Łomża - gmina wiejska"|"Hipokratesa"|"31"|""|"18-400"|""|"Łomża"
"3671830"|"000000032204"|"G"|"1293580"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2007022"|"Łomża - gmina wiejska"|"Staffa"|"20A"|""|"18-400"|""|"Łomża"
"3671831"|"000000032205"|"G"|"1293581"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2007022"|"Łomża - gmina wiejska"|"Staffa"|"20A"|""|"18-400"|""|"Łomża"
"3671958"|"000000032246"|"G"|"1293668"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Słonecznikowa"|"21"|""|"15-669"|""|"Białystok"
"3671987"|"000000032252"|"G"|"1293687"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2061"|""|"Fabryczna"|"27"|""|"15-471"|""|"Białystok"
"3672388"|"000000032371"|"G"|"1293931"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2003011"|"Bielsk Podlaski - gmina miejska"|"3 Maja"|"15"|""|"17-100"|""|"Bielsk Podlaski"
"3672389"|"000000032371"|"G"|"1293931"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2005011"|"Hajnówka - gmina miejska"|"Armii Krajowej"|"14"|""|"17-200"|""|"Hajnówka"
"3672397"|"000000032372"|"G"|"1293938"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2003011"|"Bielsk Podlaski - gmina miejska"|"3 Maja"|"15"|""|"17-100"|""|"Bielsk Podlaski"
"3672398"|"000000032372"|"G"|"1293938"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2005011"|"Hajnówka - gmina miejska"|"Armii Krajowej"|"14"|""|"17-200"|""|"Hajnówka"
"3677248"|"000000033778"|"G"|"1296950"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1218094"|"Wadowice - miasto"|"Podgórska"|"6"|""|"34-100"|""|"Wadowice"
"3677249"|"000000033778"|"G"|"1296951"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"1218093"|"Wadowice - gmina miejsko-wiejsk"|"Podgórska"|"6"|""|"34-100"|""|"Wadowice"
"3677509"|"000000033855"|"G"|"1297113"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2417042"|"Jeleśnia - gmina wiejska"|"Jana Kazimierza"|"143"|""|"34-340"|""|"Jeleśnia"
"3677510"|"000000033855"|"G"|"1297114"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2417042"|"Jeleśnia - gmina wiejska"|"Jana Kazimierza"|"143"|""|"34-340"|""|"Jeleśnia"
"3677653"|"000000033899"|"G"|"1297200"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"2402102"|"Wilkowice - gmina wiejska"|"Juliana Fałata"|"64"|""|"43-360"|""|"Bystra Śląska"
"3677654"|"000000033899"|"G"|"1297201"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"2402102"|"Wilkowice - gmina wiejska"|"Juliana Fałata"|"64"|""|"43-360"|""|"Bystra Śląska"
"3677678"|"000000033904"|"G"|"1297218"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2417011"|"Żywiec - gmina miejska"|"ul. Kościuszki"|"55"|""|""|""|"Żywiec"
"3677679"|"000000033904"|"G"|"1297219"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2417011"|"Żywiec - gmina miejska"|"ul. Kościuszki"|"55"|""|"34-300"|""|"Żywiec"
"3677958"|"000000033984"|"G"|"1297382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2461011"|"Bielsko-Biała - gmina miejska"|"Bohaterów Warszawy"|"10"|"5"|"43-309"|""|"Bielsko Biała"
"3677959"|"000000033984"|"G"|"1297382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1213044"|"Kęty - miasto"|"ul. Henryka Sienkiewicza"|"13"|""|""|""|"Kęty"
"3677960"|"000000033984"|"G"|"1297382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1213011"|"Oświęcim - gmina miejska"|"11 Listopada"|"3E"|"1"|""|""|"Oświęcim"
"3677961"|"000000033984"|"G"|"1297382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2417011"|"Żywiec - gmina miejska"|"Osiedle Młodych"|"1"|""|"43-400"|""|"Żywiec"
"3677965"|"000000033986"|"G"|"1297386"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1213044"|"Kęty - miasto"|"ul. Jana Kantego"|"22e"|""|"32-650"|""|"Kęty"
"3677966"|"000000033986"|"G"|"1297387"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1213044"|"Kęty - miasto"|"ul. Jana Kantego"|"22e"|""|"32-650"|""|"Kęty"
"3678188"|"000000034038"|"G"|"1297504"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"1203"|""|"Trzebinia"|"291"|""|"34-300"|""|"Trzebinia"
"3678189"|"000000034039"|"G"|"1297505"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"2417011"|"Żywiec - gmina miejska"|"Trzebinia"|"291"|""|"34-300"|""|"Trzebinia"
"3678190"|"000000034040"|"G"|"1297506"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"2461011"|"Bielsko-Biała - gmina miejska"|"Podchorążych"|"7"|"10AB"|"43-300"|""|"Bielsko Biała"
"3678191"|"000000034040"|"G"|"1297507"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"2461011"|"Bielsko-Biała - gmina miejska"|"Podchorążych"|"7"|"10AB"|"43-300"|""|"Bielsko-Biała"
"3678319"|"000000034084"|"G"|"1297592"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2402062"|"Jaworze - gmina wiejska"|"Zdrojowa"|"81"|""|"43-384"|""|"Jaworze k. Bielska - Białej"
"3678320"|"000000034084"|"G"|"1297593"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2402062"|"Jaworze - gmina wiejska"|"Zdrojowa"|"81"|""|"43-384"|""|"Jaworze k. Bielska Białej"
"3678890"|"000000034240"|"G"|"1297909"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2461011"|"Bielsko-Biała - gmina miejska"|"Bartnicza"|"28"|""|"43-300"|""|"Bielsko Biała"
"3678891"|"000000034240"|"G"|"1297910"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2461011"|"Bielsko-Biała - gmina miejska"|"Bartnicza"|"28"|""|"43-300"|""|"Bielsko Biała"
"3679353"|"000000034366"|"G"|"1298175"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1218014"|"Andrychów - miasto"|"Dąbrowskiego"|"12d"|""|"34-120"|""|"Andrychów"
"3679354"|"000000034366"|"G"|"1298176"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1218014"|"Andrychów - miasto"|"Dąbrowskiego"|"12d"|""|"34-120"|""|"Andrychów"
"3679493"|"000000034408"|"G"|"1298255"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2461"|""|"Partyzantów"|"44"|""|"43-300"|""|"Bielsko Biała"
"3679494"|"000000034408"|"G"|"1298256"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2461"|""|"Partyzantów"|"44"|""|"43-300"|""|"Bielsko Biała"
"3984616"|"000000034412"|"G"|"1451685"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2403021"|"Ustroń - gmina miejska"|"Daszyńskiego"|"73"|""|"43-450"|""|"Ustroń k. Cieszyna"
"3984617"|"000000034412"|"G"|"1451686"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"2403021"|"Ustroń - gmina miejska"|"Daszyńskiego"|"73"|""|"43-450"|""|"Ustroń"
"3680175"|"000000034593"|"G"|"1298644"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1218034"|"Kalwaria Zebrzydowska - miasto"|"Brody"|"148"|""|"34-130"|""|"Kalwaria Zebrzydowska"
"3680176"|"000000034593"|"G"|"1298645"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"1218034"|"Kalwaria Zebrzydowska - miasto"|"Brody"|"148"|""|"34-130"|""|"Kalwaria Zebrzydowska"
"3681764"|"000000035063"|"G"|"1299625"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0461011"|"Bydgoszcz - gmina miejska"|"Szubińska"|"93"|""|"85-312"|""|"Bydgoszcz"
"3681765"|"000000035063"|"G"|"1299626"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0461011"|"Bydgoszcz - gmina miejska"|"Szubińska"|"93"|""|"85-312"|""|"Bydgoszcz"
"3683968"|"000000035844"|"G"|"1300984"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0461011"|"Bydgoszcz - gmina miejska"|"Szubińska"|"93"|""|"85-312"|""|"Bydgoszcz"
"3683969"|"000000035844"|"G"|"1300985"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0461011"|"Bydgoszcz - gmina miejska"|"Szubińska"|"93"|""|"85-312"|""|"Bydgoszcz"
"3684512"|"000000036202"|"G"|"1301346"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0461011"|"Bydgoszcz - gmina miejska"|"Nakielska"|"47"|""|"85-229"|""|"Bydgoszcz"
"3684513"|"000000036202"|"G"|"1301347"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka lekarska"|"0461011"|"Bydgoszcz - gmina miejska"|"Nakielska"|"47"|""|"85-229"|""|"Bydgoszcz"
"3684545"|"000000036219"|"G"|"1301364"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0403072"|"Sicienko - gmina wiejska"|""|""|""|"86-014"|""|"Kruszyn"
"3684546"|"000000036219"|"G"|"1301364"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0403072"|"Sicienko - gmina wiejska"|"Sportowa"|"2"|""|"86-014"|""|"Sicienko"
"3684547"|"000000036219"|"G"|"1301364"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0403072"|"Sicienko - gmina wiejska"|""|"60"|""|"86-014"|""|"Mochle"
"3684548"|"000000036219"|"G"|"1301365"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0403072"|"Sicienko - gmina wiejska"|""|""|""|"86-014"|""|"Kruszyn"
"3684549"|"000000036219"|"G"|"1301365"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0403072"|"Sicienko - gmina wiejska"|"Sportowa"|"2"|""|"86-014"|""|"Sicienko"
"3684550"|"000000036219"|"G"|"1301365"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0403072"|"Sicienko - gmina wiejska"|""|"60"|""|"86-014"|""|"Mochle"
"3684560"|"000000036224"|"G"|"1301370"|""|""|""|"NIE"|""|""|""|""|""|""|""|""|""|""
"3684561"|"000000036224"|"G"|"1301370"|""|""|""|"NIE"|""|""|""|""|""|""|""|""|""|""
"3684562"|"000000036224"|"G"|"1301370"|""|""|""|"NIE"|""|""|""|""|""|""|""|""|""|""
"3684563"|"000000036224"|"G"|"1301371"|""|""|""|"NIE"|""|""|""|""|""|""|""|""|""|""
"3684564"|"000000036224"|"G"|"1301371"|""|""|""|"NIE"|""|""|""|""|""|""|""|""|""|""
"3684565"|"000000036224"|"G"|"1301371"|""|""|""|"NIE"|""|""|""|""|""|""|""|""|""|""
"3684566"|"000000036225"|"G"|"1301372"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0416064"|"Tuchola - miasto"|"Świecka"|"ZSM"|""|"89-500"|""|"Tuchola"
"3684567"|"000000036225"|"G"|"1301372"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0416064"|"Tuchola - miasto"|"Świecka"|"40"|""|"89-500"|""|"Tuchola"
"3684568"|"000000036225"|"G"|"1301372"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0416022"|"Gostycyn - gmina wiejska"|"Bydgoska"|"12"|""|"89-520"|""|"Gostycyn k. Tucholi"
"3684569"|"000000036225"|"G"|"1301373"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0416064"|"Tuchola - miasto"|"Świecka"|"ZSM"|""|"89-500"|""|"Tuchola"
"3684570"|"000000036225"|"G"|"1301373"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0416064"|"Tuchola - miasto"|"Świecka"|"40"|""|"89-500"|""|"Tuchola"
"3684571"|"000000036225"|"G"|"1301373"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0416022"|"Gostycyn - gmina wiejska"|"Bydgoska"|"12"|""|"89-520"|""|"Gostycyn k. Tucholi"
"3684572"|"000000036226"|"G"|"1301374"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0403062"|"Osielsko - gmina wiejska"|"Irysowa"|"7"|""|"86-031"|""|"Osielsko"
"3684573"|"000000036226"|"G"|"1301374"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0461011"|"Bydgoszcz - gmina miejska"|"Ewy Szelburg - Zarembiny"|"9"|""|"85-163"|""|"Bydgoszcz"
"3684574"|"000000036226"|"G"|"1301374"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0461011"|"Bydgoszcz - gmina miejska"|"Gdańska"|"5"|""|"85-005"|""|"Bydgoszcz"
"3684575"|"000000036226"|"G"|"1301375"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0403062"|"Osielsko - gmina wiejska"|"Irysowa"|"7"|""|"86-031"|""|"Osielsko"
"3684576"|"000000036226"|"G"|"1301375"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0461011"|"Bydgoszcz - gmina miejska"|"Ewy Szelburg - Zarembiny"|"9"|""|"85-163"|""|"Bydgoszcz"
"3684577"|"000000036226"|"G"|"1301375"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0461011"|"Bydgoszcz - gmina miejska"|"Gdańska"|"5"|""|"85-005"|""|"Bydgoszcz"
"3684604"|"000000036242"|"G"|"1301391"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0407011"|"Inowrocław - gmina miejska"|"Mickiewicza"|"62"|""|"88-100"|""|"Inowrocław"
"3684605"|"000000036242"|"G"|"1301391"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0407011"|"Inowrocław - gmina miejska"|"Kręta"|"8"|""|"88-100"|""|"Inowrocław"
"3684606"|"000000036242"|"G"|"1301392"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0407011"|"Inowrocław - gmina miejska"|"Mickiewicza"|"62"|""|"88-100"|""|"Inowrocław"
"3684607"|"000000036242"|"G"|"1301392"|""|""|"Adres udzielania świadczeń"|"NIE"|"97"|"97 - grupowa praktyka lekarska"|"0407011"|"Inowrocław - gmina miejska"|"Kręta"|"8"|""|"88-100"|""|"Inowrocław"
"3684637"|"000000036255"|"G"|"1301405"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0461011"|"Bydgoszcz - gmina miejska"|"Płocka"|"1A"|"11"|"85-659"|""|"Bydgoszcz"
"3684638"|"000000036255"|"G"|"1301406"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka lekarska w dziedzinie"|"0461011"|"Bydgoszcz - gmina miejska"|"Płocka"|"1A"|"11"|"85-659"|""|"Bydgoszcz"
