"Id adresu"|"Numer ksiegi"|"Typ praktyki"|"Id wspólnika"|"Nazwa zakladu leczniczego"|"Regon"|"Rodzaj adresu"|"Adres dokumentacji medycznej jak wezwanie?"|"Kod praktyki"|"Opis praktyki"|"Teryt"|"Teryt - opis"|"Ulica"|"Budynek"|"Lokal"|"Kod pocztowy"|"Poczta"|"Miejscowosc"
"3665907"|"000000028639"|"G"|"1289883"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211024"|"Szczawnica - miasto"|"ul. Jana Wiktora"|"17a"|""|"34-460"|""|"Szczawnica"
"3665908"|"000000028639"|"G"|"1289884"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211024"|"Szczawnica - miasto"|"ul. Jana Wiktora"|"17a"|""|"34-460"|""|"Szczawnica"
"3665998"|"000000028665"|"G"|"1289936"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1206072"|"Liszki - gmina wiejska"|"Liszki"|"427"|""|"32-060"|""|"Liszki"
"3665999"|"000000028665"|"G"|"1289937"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1206072"|"Liszki - gmina wiejska"|"Liszki"|"427"|""|"32-060"|""|"Liszki"
"3666000"|"000000028665"|"G"|"1289938"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1206072"|"Liszki - gmina wiejska"|"Liszki"|"427"|""|"32-060"|""|"Liszki"
"3666001"|"000000028665"|"G"|"1289939"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1206072"|"Liszki - gmina wiejska"|"Liszki"|"427"|""|"32-060"|""|"Liszki"
"3666300"|"000000028776"|"G"|"1290145"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"0463011"|"Toruń - gmina miejska"|"Legionów"|"218B"|"8"|"87-100"|""|"Toruń"
"3666300"|"000000028776"|"G"|"1290145"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"0463011"|"Toruń - gmina miejska"|"A. Mickiewicza"|"134-136"|""|"87-100"|""|"Toruń"
"3666301"|"000000028776"|"G"|"1290146"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"0463011"|"Toruń - gmina miejska"|"Przy Kaszowniku"|"15"|"3"|"87-100"|""|"Toruń"
"3666301"|"000000028776"|"G"|"1290146"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"0463011"|"Toruń - gmina miejska"|"A. Mickiewicza"|"134-136"|""|"87-100"|""|"Toruń"
"3666387"|"000000028803"|"G"|"1290200"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"Sienkiewicza"|"30"|""|"38-300"|""|"Gorlice"
"3666388"|"000000028803"|"G"|"1290200"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"ul. Stróżowska"|"55"|""|"38-300"|""|"Gorlice"
"3666389"|"000000028803"|"G"|"1290201"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"Sienkiewicza"|"30"|""|"38-300"|""|"Gorlice"
"3666390"|"000000028803"|"G"|"1290201"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"ul. Stróżowska"|"55"|""|"38-300"|""|"Gorlice"
"3666391"|"000000028803"|"G"|"1290202"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"Sienkiewicza"|"30"|""|"38-300"|""|"Gorlice"
"3666392"|"000000028803"|"G"|"1290202"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1205011"|"Gorlice - gmina miejska"|"ul. Stróżowska"|"55"|""|"38-300"|""|"Gorlice"
"3666451"|"000000028826"|"G"|"1290249"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"2410054"|"Pszczyna - miasto"|"Kościuszki"|"5"|""|"43-200"|""|"Pszczyna"
"3666452"|"000000028826"|"G"|"1290250"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"2410054"|"Pszczyna - miasto"|"Kościuszki"|"5"|""|"43-200"|""|"Pszczyna"
"3666492"|"000000028845"|"G"|"1290281"|""|""|"Adres udzielania świadczeń"|"NIE"|"99"|"97 (99) - indywidualna specjalistyczna praktyka pielęgniarska w dziedzinie"|"1602034"|"Głubczyce - miasto"|"ul Sienkiewicza"|"1"|""|"48-100"|""|"Głubczyce"
"3666493"|"000000028845"|"G"|"1290282"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1602034"|"Głubczyce - miasto"|"ul Sienkiewicza"|"1"|""|"48-100"|""|"Głubczyce"
"3666968"|"000000130338"|"G"|"1290608"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211011"|"Nowy Targ - gmina miejska"|"Wojska Polskiego"|"14"|""|"34-400"|""|"Nowy Targ"
"3666969"|"000000130338"|"G"|"1290609"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211011"|"Nowy Targ - gmina miejska"|"Wojska Polskiego"|"14"|""|"34-400"|""|"Nowy Targ"
"3666970"|"000000130338"|"G"|"1290610"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211011"|"Nowy Targ - gmina miejska"|"Wojska Polskiego"|"14"|""|"34-400"|""|"Nowy Targ"
"3666971"|"000000130338"|"G"|"1290611"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211011"|"Nowy Targ - gmina miejska"|"Wojska Polskiego"|"14"|""|"34-400"|""|"Nowy Targ"
"3666972"|"000000130338"|"G"|"1290612"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211011"|"Nowy Targ - gmina miejska"|"Wojska Polskiego"|"14"|""|"34-400"|""|"Nowy Targ"
"3666973"|"000000130338"|"G"|"1290613"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211011"|"Nowy Targ - gmina miejska"|"Wojska Polskiego"|"14"|""|"34-400"|""|"Nowy Targ"
"3666974"|"000000130338"|"G"|"1290614"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211011"|"Nowy Targ - gmina miejska"|"Wojska Polskiego"|"14"|""|"34-400"|""|"Nowy Targ"
"3666975"|"000000130338"|"G"|"1290615"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211011"|"Nowy Targ - gmina miejska"|"Wojska Polskiego"|"14"|""|"34-400"|""|"Nowy Targ"
"3666976"|"000000130338"|"G"|"1290616"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1211011"|"Nowy Targ - gmina miejska"|"Wojska Polskiego"|"14"|""|"34-400"|""|"Nowy Targ"
"3667369"|"000000130495"|"G"|"1290886"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1263011"|"Tarnów - gmina miejska"|"Mościkiego"|"14"|"62"|"33-100"|""|"Tarnów"
"3667370"|"000000130495"|"G"|"1290887"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1263011"|"Tarnów - gmina miejska"|"Mościkiego"|"14"|"62"|"33-100"|""|"Tarnów"
"3667371"|"000000130495"|"G"|"1290888"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1263011"|"Tarnów - gmina miejska"|"Mościkiego"|"14"|"62"|"33-100"|""|"Tarnów"
"3667372"|"000000130495"|"G"|"1290889"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1263011"|"Tarnów - gmina miejska"|"Mościkiego"|"14"|"62"|"33-100"|""|"Tarnów"
"3667373"|"000000130495"|"G"|"1290890"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"1263011"|"Tarnów - gmina miejska"|"Mościkiego"|"14"|"62"|"33-100"|""|"Tarnów"
"3667514"|"000000130556"|"G"|"1290978"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"2215042"|"Choczewo - gmina wiejska"|"ul. Pierwszych Osadników"|"39"|""|"84-210"|""|"Choczewo"
"3667515"|"000000130556"|"G"|"1290979"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"2215042"|"Choczewo - gmina wiejska"|"ul. Pierwszych Osadników"|"39"|""|"84-210"|""|"Choczewo"
"3667572"|"000000130586"|"G"|"1291024"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019045"|"Łobżenica - obszar wiejski"|""|"120"|""|"89-310"|""|"Luchowo"
"3667572"|"000000130586"|"G"|"1291024"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019045"|"Łobżenica - obszar wiejski"|""|"7"|""|"89-310"|""|"Chlebno"
"3667573"|"000000130586"|"G"|"1291025"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019044"|"Łobżenica - miasto"|"Złotowska"|"22"|""|"89-310"|""|"Łobżenica"
"3667573"|"000000130586"|"G"|"1291025"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019045"|"Łobżenica - obszar wiejski"|""|"7"|""|"89-310"|""|"Chlebno"
"3667574"|"000000130586"|"G"|"1291026"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019044"|"Łobżenica - miasto"|"Walki Młodych"|"34"|""|"89-310"|""|"Łobżenica"
"3667574"|"000000130586"|"G"|"1291026"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019045"|"Łobżenica - obszar wiejski"|""|"7"|""|"89-310"|""|"Chlebno"
"3667575"|"000000130586"|"G"|"1291027"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019044"|"Łobżenica - miasto"|"Kasztanowa"|"10"|""|"89-310"|""|"Łobżenica"
"3667575"|"000000130586"|"G"|"1291027"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019045"|"Łobżenica - obszar wiejski"|""|"7"|""|"89-310"|""|"Chlebno"
"3667576"|"000000130586"|"G"|"1291028"|""|""|"Adres przechowywania dokumentacji"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019045"|"Łobżenica - obszar wiejski"|""|"12A"|"6"|"89-310"|""|"Chlebno"
"3667576"|"000000130586"|"G"|"1291028"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3019045"|"Łobżenica - obszar wiejski"|""|"7"|""|"89-310"|""|"Chlebno"
"3668106"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207024"|"Golczewo - miasto"|"ul. Szkolna"|"2"|""|"72-410"|""|"Golczewo"
"3668107"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207034"|"Kamień Pomorski - miasto"|"ul. Konopnickiej"|"19"|""|"72-400"|""|"Kamień Pomorski"
"3668108"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207034"|"Kamień Pomorski - miasto"|"ul. Wolińska"|"7a"|""|"72-410"|""|"Kamień Pomorski"
"3668109"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207033"|"Kamień Pomorski - gmina miejsko-wiejsk"|""|""|""|"72-400"|""|"Benice"
"3668110"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207052"|"Świerzno - gmina wiejska"|""|""|""|"72-405"|""|"Stuchowo"
"3668111"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207052"|"Świerzno - gmina wiejska"|""|""|""|"72-405"|""|"Gostyń"
"3668112"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207044"|"Międzyzdroje - miasto"|"ul. Wolińska"|"9a"|""|"72-400"|""|"Kamień Pomorski"
"3668113"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207033"|"Kamień Pomorski - gmina miejsko-wiejsk"|""|""|""|"72-400"|""|"Górki  Pomorskie"
"3668114"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207033"|"Kamień Pomorski - gmina miejsko-wiejsk"|""|""|""|"72-400"|""|"Jarszewo"
"3668115"|"000000130803"|"G"|"1291380"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207023"|"Golczewo - gmina miejsko-wiejsk"|"ul. Szkolna"|"2"|""|"72-410"|""|"Wysoka Kamieńska"
"3668116"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207024"|"Golczewo - miasto"|"ul. Szkolna"|"2"|""|"72-410"|""|"Golczewo"
"3668117"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207034"|"Kamień Pomorski - miasto"|"ul. Konopnickiej"|"19"|""|"72-400"|""|"Kamień Pomorski"
"3668118"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207034"|"Kamień Pomorski - miasto"|"ul. Wolińska"|"7a"|""|"72-410"|""|"Kamień Pomorski"
"3668119"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207033"|"Kamień Pomorski - gmina miejsko-wiejsk"|""|""|""|"72-400"|""|"Benice"
"3668120"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207052"|"Świerzno - gmina wiejska"|""|""|""|"72-405"|""|"Stuchowo"
"3668121"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207052"|"Świerzno - gmina wiejska"|""|""|""|"72-405"|""|"Gostyń"
"3668122"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207044"|"Międzyzdroje - miasto"|"ul. Wolińska"|"9a"|""|"72-400"|""|"Kamień Pomorski"
"3668123"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207033"|"Kamień Pomorski - gmina miejsko-wiejsk"|""|""|""|"72-400"|""|"Górki  Pomorskie"
"3668124"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207033"|"Kamień Pomorski - gmina miejsko-wiejsk"|""|""|""|"72-400"|""|"Jarszewo"
"3668125"|"000000130803"|"G"|"1291381"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207023"|"Golczewo - gmina miejsko-wiejsk"|"ul. Szkolna"|"2"|""|"72-410"|""|"Wysoka Kamieńska"
"3668126"|"000000130803"|"G"|"1291382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207024"|"Golczewo - miasto"|"ul. Szkolna"|"2"|""|"72-410"|""|"Golczewo"
"3668127"|"000000130803"|"G"|"1291382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207034"|"Kamień Pomorski - miasto"|"ul. Konopnickiej"|"19"|""|"72-400"|""|"Kamień Pomorski"
"3668128"|"000000130803"|"G"|"1291382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207034"|"Kamień Pomorski - miasto"|"ul. Wolińska"|"7a"|""|"72-410"|""|"Kamień Pomorski"
"3668129"|"000000130803"|"G"|"1291382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207033"|"Kamień Pomorski - gmina miejsko-wiejsk"|""|""|""|"72-400"|""|"Benice"
"3668130"|"000000130803"|"G"|"1291382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207052"|"Świerzno - gmina wiejska"|""|""|""|"72-405"|""|"Stuchowo"
"3668131"|"000000130803"|"G"|"1291382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207052"|"Świerzno - gmina wiejska"|""|""|""|"72-405"|""|"Gostyń"
"3668132"|"000000130803"|"G"|"1291382"|""|""|"Adres udzielania świadczeń"|"NIE"|"98"|"97 (98) - indywidualna praktyka pielęgniarska"|"3207044"|"Międzyzdroje - miasto"|"ul. Wolińska"|"9a"|""|"72-400"|""|"Kamień Pomorski"
