"ID Księgi"|"Zakres"|"Data wystawienia"
"325124"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2013-11-04"
"325124"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-06-04"
"325125"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2013-05-27"
"325143"|"ISO 9001 : 2008 w zakresie Rehabilitacji leczniczej - DEKRA Certyfication sp. z o.o."|"2012-10-04"
"325148"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-11-07"
"325180"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2016-02-22"
"325190"|"Certyfikat ISO 9001:2008 w zakresie diagnostyki, leczenia i profilaktyki, ambulatoryjnej opieki specjalistycznej, rehabilitacji, psychiatrii i medycyny pracy"|"2009-08-14"
"325301"|"ISO 9001:2008 w zakresie usług medycznych dla ludności w zakresie podstawowej opieki zdrowotnej, ambulatoryjnej opieki specjalistycznej oraz stomatoligii."|"2012-04-26"
"325325"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2007-07-13"
"325325"|"Akredytacja Ministra Zdrowia w zakresie jakości udzielanych świadczeń zdrowotnych - wymagania dotyczą całego podmiotu leczniczego albo przedsiębiorstwa"|"2013-12-30"
"325334"|"ISO 9001:2008 akredytacja z zakresie: lecznictwo szpitalne, ambulatoryjne świadczenia podstawowe i specjalistyczne, świadczenia z zakresu medycyny pracy, rehabilitacja, diagnostyka obrazowa i laboratoryjna, profilaktyczne programy zdrowotne."|"2012-03-20"
"325341"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2012-04-18"
"325341"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-04-17"
"325360"|"Profilaktyka i promocja zdrowia lecznictwo uzdrowiskowe i rehabilitacja lecznicza dla dzieci i dorosłych."|"2011-03-01"
"325365"|"ISO 9001:2008"|"2012-04-03"
"325375"|"Certyfikat Akredytacyjny potwierdzający spełnienie standardów dla lecznictwa szpitalnego."|"2010-08-03"
"325378"|"Certyfikat Systemu Zarządzania Jakością w zakresie: wykonywanie ambulatoryjnych usług medycznych, psychologiczno-pedagogicznych, logopedycznych i szkoleniowych PN-EN ISO 9001:2009"|"2012-09-21"
"325382"|"Certyfikat Jakości ISO PN-EN 9001:2009 w zakresie podstawowej opieki zdrowotnej, ambulatoryjnej opieki specjalistycznej, rehabilitacji i diagnostyki"|"2007-08-13"
"325385"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2016-03-04"
"325404"|"PN-EN ISO 9001:2009 potwierdzenie działalności diagnostycznej i orzeczniczej w zakresie: medycyny pracy, stomatologiocznej specjalistycznej i podstawowej opieki zdrowotnej, diagnostyki i terapii zaburzeń emocjonalnych i trudności w nauce oraz koordynowanej opieki medycznej."|"2006-05-31"
"325404"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-04-19"
"325405"|"Certyfikat Akredytacyjny potwierdzający spełnianie standardów akredytacyjnych dla lecznictwa szpitalnego, przyznany przez Ministra Zdrowia "|"2012-12-24"
"325409"|"Certyfikat ISO: Ambulatoryjna Opieka Specjalistyczna, Profilaktyczne programy zdrowotne, Ambulatoryjne Świadczenia Diagnostyczne, Opieka Psychiatryczna i Leczenie Uzależnień, Radiologia i diagnostyka obrazowa"|"2012-05-25"
"325409"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-05-25"
"325410"|"Podstawowa opieka zdrowotna, podstawowa opieka zdrowotna- nocna i świąteczna opieka zdrowotna, profilaktyczne programy zdrowotne, medycyna pracy."|"2012-06-05"
"325410"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-06-05"
"325449"|"Akredytacja Ministra Zdrowia w zakresie jakosci udzielanych swiadczen zdrowotnych - wymagania dotycza calego podmiotu leczniczego albo przedsiebiorstwa"|"2014-10-15"
"325460"|"zakres: Diagnozy, terapii i profilaktyki zaburzeń wieku rozwojowego."|"2009-07-16"
"325497"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2014-09-03"
"325507"|"ISO 9001:2008  Usługi stomatologiczne"|"2012-08-06"
"325528"|"Świadczenia w zakresie podstawowej i specjalistycznej opieki zdrowotnej, stomatologii, medycyny pracy, medycyny szkolnej, szczepień, oświaty oraz programów profilaktycznych"|"2011-11-21"
"325539"|"Usługi medyczne w zakresie opieki psychiatrycznej i leczenia uzależnień."|"2011-12-23"
"325546"|"certyfikat systemu zarządzania jakością zgodny z normą  ISO 9001:2008 w zakresie: fizjoterapia ambulatoryjna, lekarska ambulatoryjna opieka rehabilitacyjna, rehabilitacja dzieci z zaburzeniami wieku rozwojowego w ośrodku dziennym, rehabilitacja ogólnoustrojowa w ośrodku dziennym oraz ambulatoryjna opieka specjalistyczna."|"2012-10-11"
"325546"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-09-14"
"325563"|"ISO 9001:2008Stomatologia zachowawcza z endodoncją, chirurgia stomatologiczna"|"2011-06-17"
"325584"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2017-06-30"
"325595"|"medycyna rodzinna"|"2012-03-28"
"325606"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2014-10-06"
"325614"|"ISO 9001 : 2008, nr 125311CC4-2012-AQ-POL-RvA w zakresie: usługi stomatologiczne, protetyka, chirurgia stomatologiczna, RTG  - Apex Centrum Stomatologiczne"|"2012-11-07"
"325614"|"ISO 9001 : 2008, nr 125311CC3-2012-AQ-POL-RvA w zakresie: usługi stomatologiczne, protetyka, chirurgia stomatologiczna, RTG - Przychodnia Specjalistyczna ""CLIDENT"" Sp z o.o."|"2012-11-07"
"325615"|"DEKRA INTERTEK ISO 9001:2000"|"2005-11-11"
"325615"|"ISO 9001:2008 "|"2012-09-28"
"325637"|"ISO 9001:2008Podstawowa opieka zdrowotna (lekarz, pielęgniarka, położna POZ) ambulatoryjna opieka speckalistyczna oraz medycyna pracy."|"2012-04-17"
"325670"|"System zarządzania jakością normy PN-EN ISO 9001:2009 w zakresie: Świadczenie usług medycznych w dziedzinie okulistyki klinicznej, prac naukowo - badawczych i dydaktyki."|"2011-10-17"
"325670"|"System zarządzania jakością normy PN-EN ISO 9001:2009 w zakresie: Świadczenie usług medycznych w dziedzinie okulistyki klinicznej, prac naukowo - badawczych i dydaktyki. Certyfiakt ważny do 24 października 2014 r."|"2013-10-11"
"325670"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-10-23"
"325676"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2014-10-13"
"325718"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2013-12-16"
"325720"|"ISO 9001:2008 Lecznictwo szpitalne i ambulatoryjne z zakresu położnictwa i ginekologii oraz prowadzenie szkoły rodzenia."|"2012-05-07"
"325723"|"Certyfikat ISO PN-EN ISO 9001:2009Zakres akredytacji: świadczenie usług stomatologicznych, świadczenia z położnictwa i ginekologii, świadczenia z USG i cytologii, śwaidczenia z medycyny pracy, świadczenia z badań diagnostycznych RTG."|"2012-11-19"
"325752"|"ambulatoryjnej, podstawowej i specjalistycznej opieki zdrowotnej, pracowni diagnostycznych i gabinetów zabiegowych, punktu szczepień i punktu pobrań materiału laboratoryjnego oraz zaopatrzenia w wyroby medyczne"|"2010-08-13"
"325752"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2013-08-13"
"325764"|"Certyfikat w zakresie świadczenia usług medycznych"|"2007-07-16"
"325775"|"ISO 9001:2009 świadczenia w zakresie ambulatoryjnej opieki specjalistycznej i profilaktyki zdrowotnej."|"2012-04-17"
"325785"|"NZOZ ,,ZAWIDAWIE"" Sp. z o.o ul. Inflancka 39, 51-354 Wrocław stosuje System Zarządzania Jakością i spełnia wymagania PN_EN ISO 9001:2009 w zakresie: podstawowej opieki zdrowotnej, ambulatoryjnej specjalistycznej opieki zdrowotnej i stomatologii."|"2012-10-10"
"325786"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-11-20"
"325796"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-07-14"
"325796"|"Certyfikat akredytacyjny Ministra Zdrowia"|"2013-12-30"
"325796"|"System zarządzania bezpieczeństwem i higieną pracy wg PN-N-18001:2004"|"2012-07-17"
"325796"|"System zarządzania środowiskowego wg ISO 14001:2004"|"2012-07-17"
"325796"|"System analizy zagrożeń i krytycznych punktów kontroli (HACCP)"|"2012-03-29"
"325796"|"Certyfikat akredytacyjny dla Szpitalnego Oddziału Ratunkowego"|"2012-08-07"
"325796"|"Certyfikat Wojewody Dolnośląskiego - Wyróżniająca się Szkoła Rodzenia"|"2013-07-10"
"325830"|"Certyfikat w zakresie świadczenia usług lecznictwa w:  podstawowej opiece zdrowotnej, ambulatoryjnej specjalistycznej opieki zdrowotnej, rehabilitacji, stomatologii, medycynie pracy, szpitalnictwie w zakresie chirurgii jednego dnia, badań diagnostycznych w zakresie chirurgii jednego dnia, USG, RTG"|"2012-11-20"
"325846"|"Polska Akademia Jakości Cert. Sp. z o.o. w Katowicach - usługi w poradniach i oddziale jednego dnia  w zakresie chirurgii ogólnej onkologii, proktologii, urologii, ortopedii, chirurgii przewodu pokarmowego, chirurgii endoskopowej, poradni gastroenterologicznej, pracowni endoskopowej oraz rentgenodiagnostyki ogólnej i stomatologicznej"|"2011-11-10"
"325882"|"Podstawowa opieka zdrowotna wraz z opieką pielęgniarek i położnych środowiskowo-rodzinnych, ambulatoryjna opieka specjalistyczna, opieka psychiatryczna i leczenie uzależnień, leczenie stomatologiczne, profilaktyczne programy zdrowotne, medycyna szkolna i medycyna pracy, diagnostyka obrazowa i laboratoryjna"|"2012-08-06"
"325882"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-08-06"
"325887"|"Certyfikat ISO 9001:2008, ważny do 08-11-2014 r., DEKRA Intertek Certyfication GmbHZakres: Podstawowa i specjalistyczna opieka zdrowotna, opieka nad uczniem, pacjentem w środowisku oraz usługi diagnostyczne, stomatologiczne i fizjoterapetyczne."|"2011-11-09"
"325887"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-11-12"
"325899"|"ISO 9001:2008"|"2006-05-26"
"326001"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2013-04-25"
"326001"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-04-24"
"326019"|"CERTYFIKAT PN-EN ISO 9001 : 2009, Nr CBCS CS/9/12/L/13/01, potwierdzenie, że system zarządzania firmy jest zgodny z wymogami normy PN-EN ISO 9001: 2009, w zakresie: podstawowej opieki zdrowotnej, ambulatoryjnej opieki specjalistycznej, medycyny pracy, pracowni diagnostycznych i zabiegowych."|"2012-12-13"
"326019"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-12-30"
"326032"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2009-09-10"
"326046"|"Pobieranie i transport materiału do badań oraz wykonywanie analiz laboratoryjnych hematologicznych, koagulologicznych, biochemicznyc, immunochemicznych, mikrobiologicznych, analityki ogólnej i alergologii oraz serologii transfuzjologicznej."|"2006-07-12"
"326061"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2005-02-01"
"326062"|"świadczenia pielęgniarki podstawowej opieki zdrowotnej, świadczenia położnej podstawowej opieki zdrowotnej, świadczenia pielęgniarki szkolnej  podstawowej opieki zdrowotnej, świadczenia pielęgnacyjne i opiekuńcze w zakresie pielęgniarskiej opieki długoterminowej domowej"|"2013-03-07"
"326092"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-07-24"
"326122"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2013-07-09"
"326176"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2014-11-12"
"326183"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-01-09"
"326193"|"Usługi medyczne ; leczenie szpitalne z zakresu okulistyki udzielane w trybie jednodniowym;ambulatoryjne świadczenia specjalistyczne w zakresie okulistyki"|"2013-08-30"
"326197"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2014-11-12"
"326235"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2014-07-25"
"326241"|"PN - EN ISO 9001 : 2009 Usługi stomatologiczne, protetyka, chirurgia stomatologiczna, RTG"|"2012-10-23"
"326276"|"ISO 9001 Świadczenie usług medycznych w zakresie stacjonarnej opieki specjalistycznej i ogólnopediatrycznej oraz ambulatoryjnej opieki specjalistycznej. Profilaktyka i promocja zdrowia (ważność do 17.10.2013 r.)"|"2007-10-17"
"326276"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2013-10-15"
"326278"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2007-09-05"
"326278"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-11-17"
"326301"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2005-11-24"
"326301"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-11-20"
"326302"|"CERTYFIKAT NR 1119/2012  SYSTEM ZARZĄDZANIA  PN-EN ISO 90001:2009 świadczenie usług medycznych w zakresie podstawowej opieki zdrowotnej, ambulatoryjnych świadczeń specjalistycznych, psychiatrii, ratownictwa medycznego, medycyny szkolnej, rehabilitacji, diagnostyki, nocnej i świątecznej opieki medycznej, opieki długoterminowej i transportu sanitarnego"|"2012-03-15"
"326317"|"Akredytacja Ministra Zdrowia w zakresie jakosci udzielanych swiadczen zdrowotnych - wymagania dotycza calego podmiotu leczniczego albo przedsiebiorstwa"|"2015-06-15"
"326326"|"Świadczenie usług ratownictwa medycznego i transportu sanitarnego, zabezpieczenie imprez masowych"|"2008-06-27"
"326355"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-10-21"
"326452"|"Lecznictwo szpitalne"|"2012-04-11"
"326510"|"Certyfikat ISO 9001:2008Usługi medyczne w zakresie:leczenia stacjonarnego krótkoterminowego o profilu zachowawczym i zabiegowym,leczenia długoterminowego,diagnostyki: endoskopowej, laboratoryjnej, radiologicznej iratownictwa medycznego"|"2011-09-05"
"326513"|"PN-EN ISO 9001:2009 - Opieka psychiatryczna i leczenie uzależnień. Świadczenia opiekuńczo-lecznicze psychiatryczne dla dorosłych."|"2013-10-23"
"326514"|"ISO 9001:2008 usługi w zakresie ambulatoryjnej opieki specjalistycznej, opieki psychiatrycznej, rehabilitacji leczniczej, rehabilitacji dla dzieci niepełnosprawnych, diagnostyki obrazowej i laboratoryjnej"|"2008-09-09"
"326549"|"ISO 9001:2008 zakres certyfikacji: Usługi medyczne w zakresie: podstawowej opieki zdrowotnej, ambulatoryjnej opieki specjalistycznej, diagnostyki obrazowej (USG, MR TK, medycyna nuklearna), endoskopowej, kardiologicznej, okulistycznej, laryngologicznej, urologicznej, chirurgii jednego dnia."|"2011-11-07"
"326570"|"PN-EN ISO 9001:2009 W zakresie: Podstawowa opieka zdrowotna, medycyna szkolna, ambulatoryjna opieka specjalistyczna w zakresie ginekologii i położnictwa, usługi w zakresie fizjoterapii (ważny do 28.05.2013 r.)"|"2010-05-29"
"326570"|"PN-EN ISO 9001:2009 W zakresie: Podstawowa opieka zdrowotna; medycyna szkolna; ambulatoryjna opieka specjalistyczna w zakresie ginekologii i położnictwa, diabetologii i endokrynologii; usługi w zakresie fizjoterapii. (ważny do 28.05.2016 r.)"|"2013-05-29"
"326578"|"Certyfikat ISO 9001:2008 Świadczenie usług medycznych w zakresie podstawowej opieki zdrowotnej oraz poradni specjalistycznych."|"2012-11-12"
"326590"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2011-09-22"
"326590"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-11-22"
"326598"|"Świadczenie usług medycznych polegających na leczeniu zachowawczym i zabiegowym, stacjonarnym i ambulatoryjnym z zakresu ginekologii i położnictwa."|"2007-12-18"
"326598"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-04-29"
"326601"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-11-29"
"326608"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2005-10-07"
"326608"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2008-11-29"
"326608"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2011-11-29"
"326608"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2014-11-29"
"326620"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2013-09-12"
"326660"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-05-12"
"326673"|"PN-EN ISO 9001:2009 W zakresie: siedziba główna - podstawowa opieka zdrowotna lekarska, pielęgniarska i położnicza dzieci i dorosłych oraz medycyny szkolnej. Ambulatoryjna opieka specjalistyczna i diagnostyka medyczna w zakresie ginekologii, alergologii, otolaryngologii, kardiologii, dermatologii, neurologii, okulistyki, medycyny pracy, medycyny estetycznej, usług salonu optycznego oraz pracowni radiologicznej i pracowni endoskopii (videogastroskopii i videokolonoskopii), chirurgii jednego dnia z blokiem operacyjnym. Oddział: w zakresie podstawowej opieki zdrowotnej lekarskiej, pielęgniarskiej i położniczej (ważność certyfikatu: 07.08.2013 r.)"|"2012-08-06"
"326673"|"PN-EN ISO 9001:2009 W zakresie: siedziba główna - podstawowa opieka zdrowotna lekarska, pielęgniarska i położnicza dzieci i dorosłych oraz medycyny szkolnej. Ambulatoryjna opieka specjalistyczna i diagnostyka medyczna w zakresie ginekologii, alergologii, otolaryngologii, kardiologii, dermatologii, neurologii, okulistyki, medycyny pracy, medycyny estetycznej, usług salonu optycznego oraz pracowni radiologicznej i pracowni endoskopii (videogastroskopii i videokolonoskopii), chirurgii jednego dnia z blokiem operacyjnym. Oddział: w zakresie podstawowej opieki zdrowotnej lekarskiej, pielęgniarskiej i położniczej dzieci i dorosłych (ważność certyfikatu: 07.08.2016 r.)."|"2013-08-08"
"326684"|"Spełnienie wymagań normy PN-EN ISO/IEC 17025:2005 potwierdzone przez Polskie Centrum Akredytacji. Zakres Akredytacji Nr AB 1415."|"2013-03-21"
"326689"|"Udzielanie ambulatoryjnych i stacjonarnych świadczeń zdrowotnych w zakresie lecznictwa uzdrowiskowego, rehabilitacji, profilaktyki i edukacji zdrowotnej oraz usług wypoczynkowych i gastronomicznych (EN ISO 9001:2008)"|"2012-12-14"
"326689"|"Certyfikat w zakresie ISO 9001 Systemy zarzadzania jakoscia – wymagania, dotycza calego podmiotu leczniczego albo jego przedsiebiorstwa"|"2015-10-26"
"326718"|"Certyfikat PN-EN ISO 9001:2009 Świadczenie usług w zakresie podstawowej i specjalistycznej opieki medycznej oraz rehabilitacji leczniczej (okres ważności : do 16.07.2015)"|"2012-07-17"
"326760"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2011-11-29"
"326760"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-11-29"
"326780"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2006-09-26"
"326786"|"Certyfikat PN-EN ISO 9001:2009 - Usługi w zakresie podstawowej opieki zdrowotnej."|"2011-11-29"
"326789"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2013-07-21"
"326791"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2013-11-12"
"326810"|"Certyfikat ISO 9001:2008 usługi medyczne w zakresie podstawowej opieki zdrowotnej, ambulatoryjnej opieki specjalistycznej, zespołu chirurgii jednego dnia, stomatologii oraz diagnostyki."|"2011-09-22"
"326810"|"Certyfikat w zakresie ISO 9001 Systemy zarządzania jakością – wymagania, dotyczą całego podmiotu leczniczego albo jego przedsiębiorstwa"|"2014-09-22"
"326888"|"Certyfikat ISO 9001 w zakresie usług medycznych w ramach podstawowej opieki zdrowotnej, poradni specjalistycznych, stomatologii, rehabilitacji medycznej oraz chirurgii i ginekologii w trybie jednodniowym (ważny do 21.06.2013 r. )"|"2007-06-22"
"326888"|"Certyfikat ISO 9001 w zakresie usług medycznych w ramach podstawowej opieki zdrowotnej, poradni specjalistycznych, stomatologii, rehabilitacji medycznej oraz chirurgii i ginekologii w trybie jednodniowym (ważny do 21.06.2016 r. )"|"2013-06-20"
